"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Liu Z.; Ye W.; Little J.C.","Liu, Zhe (55565157500); Ye, Wei (57194566492); Little, John C. (7402508439)","55565157500; 57194566492; 7402508439","Predicting emissions of volatile and semivolatile organic compounds from building materials: A review","2013","Building and Environment","64","","","7","25","18","191","10.1016/j.buildenv.2013.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875860186&doi=10.1016%2fj.buildenv.2013.02.012&partnerID=40&md5=f8135e312961b73fc5f92dad4f1405af","Volatile organic compounds (VOCs) and semivolatile organic compounds (SVOCs) constitute important classes of indoor air contaminants and characterizing their emissions from building materials and consumer products is of interest for risk assessment and the development of environmentally benign products. Compared with emission chamber studies, emission models provide a more cost effective and powerful way to examine the emission behavior of VOCs and SVOCs. The objective of this paper is to review existing mechanistic models for predicting VOC and SVOC emissions from various sources, investigate their differences and similarities, and discuss the mass-transfer mechanisms on which the models are constructed. Because the usefulness of the emission models largely depends on the availability and reliability of model parameters, techniques for estimating key model parameters are also reviewed. The models covered in this review fall into three categories: models for VOC emissions from solid materials; models for VOC emissions from liquid materials; and models for SVOC emissions. VOC and SVOC emissions can be modeled within a consistent mass-transfer framework with the three model categories being intimately related. While substantial advances have been made in developing predictive models and understanding emission mechanisms, large knowledge gaps exist and further research is needed. © 2013 Elsevier Ltd.","Mass transfer; Mechanistic; Model; Porous; SVOC; VOC","Consumer products; Mass transfer; Models; Volatile organic compounds; Environmentally benign products; Indoor air contaminants; Mechanistic; Porous; Semi-volatile organic compounds (SVOCs); Semivolatile organic compounds; SVOC; Volatile Organic Compounds (VOCs); atmospheric pollution; construction material; emission; mass transfer; numerical model; porosity; volatile organic compound; Building materials","Review","Final","","Scopus","2-s2.0-84875860186"
"Nguyen T.T.H.; Yang Z.; Nguyen N.; Johnson L.W.; Cao T.K.","Nguyen, Thi Thu Huong (57209250804); Yang, Zhi (56523554100); Nguyen, Ninh (57190859408); Johnson, Lester W. (7404799329); Cao, Tuan Khanh (57191202081)","57209250804; 56523554100; 57190859408; 7404799329; 57191202081","Greenwash and green purchase intention: The mediating role of green skepticism","2019","Sustainability (Switzerland)","11","9","2653","","","","193","10.3390/su11092653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067013728&doi=10.3390%2fsu11092653&partnerID=40&md5=f85932409c6ea712d3af0a1b4e36dacd","Along with the acceleration of green marketing in recent years, greenwash has been utilized by firms to get ahead of their rivals. Underpinned by the cognition-affect-behavior (C-A-B) paradigm, this study examines a model linking greenwash and green skepticism with green purchase intentions. It also investigates the moderating role of information and knowledge on the relationship between greenwash and green purchase intentions. Data were obtained from 419 Vietnamese consumers who had been involved in purchasing green vegetables using an online survey. Multivariate data analysis demonstrated that greenwash was negatively associated with green purchase intentions and that green skepticism mediated this negative association. In addition, the moderating effect of information and knowledge was confirmed. These findings enrich the extant knowledge on the relationship between greenwash and green purchase intentions. They also have important implications for firms that aim to reduce consumers' skepticism and increase their intentions to purchase green food. © 2019 by the authors.","Green food; Green marketing; Green purchase intentions; Green skepticism; Greenwash; Information and knowledge","consumption behavior; green economy; human behavior; information management; knowledge; marketing; vegetable","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85067013728"
"Richins M.L.","Richins, Marsha L. (7801554559)","7801554559","A multivariate analysis of responses to dissatisfaction","1987","Journal of the Academy of Marketing Science","15","3","","24","31","7","196","10.1007/BF02722168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249173625&doi=10.1007%2fBF02722168&partnerID=40&md5=88461b2cb1499d1a7287fef014626a7f","Although consumer dissatisfaction is ubiquitous in the marketplace, empirical studies of dissatisfaction have been narrow in focus. This is especially true for studies of responses to dissatisfaction, for these investigations tend to ignore all dissatisfaction responses except complaint behavior. The study reported here replicates and extends an earlier investigation by concurrently examining three dissatisfaction responses-complaints, word of mouth, and brand switching intentions. Three sets of variables were examined in relationship to these responses: characteristics of the product problem, perceptions of the redress environment, and consumer characteristics. Complaint behavior and intention to switch brands showed strongest relationships with the first two types of variables. Word of mouth, on the other hand, seemed to be more heavily influenced by the consumer's level of social interaction, a consumer characteristic. Findings indicate that the three dissatisfaction responses are independent in that they share little if any common variance and they seem to be influenced in different ways by the correlates studied. © 1987 Academy of Marketing Science.","","","Article","Final","","Scopus","2-s2.0-51249173625"
"Spangenberg E.R.; Sprott D.E.; Grohmann B.; Tracy D.L.","Spangenberg, Eric R. (6701886974); Sprott, David E. (7003553701); Grohmann, Bianca (6603155558); Tracy, Daniel L. (8321261200)","6701886974; 7003553701; 6603155558; 8321261200","Gender-congruent ambient scent influences on approach and avoidance behaviors in a retail store","2006","Journal of Business Research","59","12","","1281","1287","6","194","10.1016/j.jbusres.2006.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751350524&doi=10.1016%2fj.jbusres.2006.08.006&partnerID=40&md5=6b01119818b8d032540a71f63cbd98bc","Ambient scent in a retail environment can influence consumers with such effects likely moderated by congruity between the scent and the retailer's product offering. Prior research does not document such congruity effects for products without an inherent scent and in real-world settings. This article addresses these shortcomings by exploring the evaluative and behavioral effects of congruity between the perceived gender of an ambient scent and a store's gender-based products. A field experiment demonstrates scent congruity to influence perceptions of the store, its merchandise, and actual sales. Supporting an S-O-R interpretation, internal consumer responses to the environment mediated these effects. © 2006 Elsevier Inc. All rights reserved.","Ambient scent; Consumer psychology; Gender effects; Retail environments","","Article","Final","","Scopus","2-s2.0-33751350524"
"Fan X.; Chai Z.; Deng N.; Dong X.","Fan, Xiaojun (56102217400); Chai, Zeli (57211646792); Deng, Nianqi (57205128870); Dong, Xuebing (56088815300)","56102217400; 57211646792; 57205128870; 56088815300","Adoption of augmented reality in online retailing and consumers’ product attitude: A cognitive perspective","2020","Journal of Retailing and Consumer Services","53","","101986","","","","189","10.1016/j.jretconser.2019.101986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074690694&doi=10.1016%2fj.jretconser.2019.101986&partnerID=40&md5=002b831bcbbfe07c98fb2c10abae3165","With the application of augmented reality (AR) technology by online retailers to improve online services, the impact of AR adoption on consumer behavior has attracted attention both in academic and in practical circles. Based on the cognitive perspective of information processing and from the two aspects of cognitive load and cognitive fluency, this study discusses the influence of AR adoption on online consumers' product attitudes. The results of the experimental study show that two AR characteristics—environmental embedding and simulated physical control—can reduce consumers’ cognitive load, enhance their cognitive fluency, and improve their product attitude. Furthermore, product type can moderate the influence of AR environmental embedding and simulated physical control on cognitive fluency. © 2019 Elsevier Ltd","Augmented reality; Cognitive fluency; Cognitive load","cognition; consumption behavior; Internet; retailing; technology adoption; virtual reality","Article","Final","","Scopus","2-s2.0-85074690694"
"Blake T.; Nosko C.; Tadelis S.","Blake, Thomas (56225674100); Nosko, Chris (55027318800); Tadelis, Steven (57203059758)","56225674100; 55027318800; 57203059758","Consumer Heterogeneity and Paid Search Effectiveness: A Large-Scale Field Experiment","2015","Econometrica","83","1","","155","174","19","195","10.3982/ECTA12423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923051093&doi=10.3982%2fECTA12423&partnerID=40&md5=a1ccce63d1f2851319731973c038fe54","Internet advertising has been the fastest growing advertising channel in recent years, with paid search ads comprising the bulk of this revenue. We present results from a series of large-scale field experiments done at eBay that were designed to measure the causal effectiveness of paid search ads. Because search clicks and purchase intent are correlated, we show that returns from paid search are a fraction of non-experimental estimates. As an extreme case, we show that brand keyword ads have no measurable short-term benefits. For non-brand keywords, we find that new and infrequent users are positively influenced by ads but that more frequent users whose purchasing behavior is not influenced by ads account for most of the advertising expenses, resulting in average returns that are negative. © 2015 The Econometric Society.","Advertising; Causal inference; Electronic commerce; Field experiments; Information; Return on investment","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84923051093"
"Khanra S.; Dhir A.; Kaur P.; Mäntymäki M.","Khanra, Sayantan (57200587567); Dhir, Amandeep (54790820000); Kaur, Puneet (57197502409); Mäntymäki, Matti (24725250200)","57200587567; 54790820000; 57197502409; 24725250200","Bibliometric analysis and literature review of ecotourism: Toward sustainable development","2021","Tourism Management Perspectives","37","","100777","","","","188","10.1016/j.tmp.2020.100777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097373418&doi=10.1016%2fj.tmp.2020.100777&partnerID=40&md5=44b213fe7050e95e4db6e8e62a5219a3","In recent decades, rising consumer interest in visiting relatively less commercialized natural destinations has facilitated the growth of ecotourism. Yet the research on ecotourism is fragmented, presenting gaps in the current understanding of this topic. This study performs a bibliometric analysis to assimilate the present knowledge from a total of 878 articles published in six reputable outlets between 1990 and 2019. The study analyzed citation chains and coauthorship networks to acknowledge contributions from select authors, organizations, and countries. Next, a cocitation analysis of the prior literature identified four major thematic areas: ecological preservation, residents' interests, the carbon footprint, and tourists' behaviors. Further, a dynamic cocitation analysis technique mapped the development of these thematic areas. Subsequently, a content analysis of the four thematic areas delivered significant insights about prior research in the domain and indicated future avenues of research. © 2020 The Authors","Bibliometric analysis; Content analysis; Ecotourism; Nature-based tourism; Network analysis; Sustainable tourism","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85097373418"
"Van Baal S.; Dach C.","Van Baal, Sebastian (8523845600); Dach, Christian (8523845500)","8523845600; 8523845500","Free riding and customer retention across retailers' channels","2005","Journal of Interactive Marketing","19","2","","75","85","10","195","10.1002/dir.20036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19844372664&doi=10.1002%2fdir.20036&partnerID=40&md5=b50e6af9f23c53b727669fda4c582579","When consumers employ more than one channel within a single transaction, they can obtain services from one retailer and place their business with another, hence they can engage in free riding. Conversely, customers may be inclined to stay with the same retailer,even when they switch channels.We used empirical data to determine the magnitude of both effects in two directions: from online shops to traditional retail stores and vice versa. We found that over 20% of consumers are free riders, and that retailers retain substantially fewer customers in both directions.To explain the variance within the free-riding rate and the customer-retention rate, we investigated the influence of selected product characteristics (search characteristics, speed of technological change, and purchase frequency) on cross-channel consumer behavior.Managerial recommendations based on the magnitude of the effects concern channel management and the relationship between retailers and manufacturers. © 2005 Wiley Periodicals, Inc.","","","Article","Final","","Scopus","2-s2.0-19844372664"
"Veloutsou C.","Veloutsou, Cleopatra (57191044460)","57191044460","Brand evaluation, satisfaction and trust as predictors of brand loyalty: the mediator-moderator effect of brand relationships","2015","Journal of Consumer Marketing","32","6","","405","421","16","196","10.1108/JCM-02-2014-0878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941101922&doi=10.1108%2fJCM-02-2014-0878&partnerID=40&md5=8a6ca1b6f145c54189f206ae4b8f8ca9","Purpose – This paper aims to examine whether the strength of positive brand relationship can either mediate between trust, satisfaction, attitude towards the brand and loyalty or moderate the link between these variables. Existing research has established that trust, satisfaction and the attitude towards the brand contribute to the development of brand loyalty. However, recently, there is a growing stream of research indicating that the brands are not only facilitating transaction but companies can also use them to develop and maintain links with their customers. The exploration of the role of brands in the development of bonds with the customers is still very limited. Design/methodology/approach – Data were collected from 189 women who are using lipstick in Glasgow, Scotland. Respondents were asked to answer a questionnaire keeping in mind their preferred brand. Findings – The findings revealed that the strength of the consumer brand relationship is a very strong predictor of brand loyalty. They also suggested that brand relationship does not moderate the relationship between brand trust, satisfaction and brand loyalty, but it mediates the link amongst these constructs. Research limitations/implications – One product category was examined. The data were collected from females in a big city with non-probabilistic sampling. Most of the respondents were younger consumers, who may have different behavior compared to older consumers. Practical implications – Managers are constantly looking for ways to increase brand loyalty. They need to appreciate the importance of consumer engagement with their brand through positive brand relationships. Therefore, they need to try to develop brand identities and project brand images that will make the brands look as appealing to the consumers as relationship partners. Originality/value – This paper supports the view that brands are not only facilitating transactions but can also develop and maintain links with their customers, especially engaged customers, and the exploration of these bonds is still limited. This paper is adding to the literature on brand engagement and brand relationships from a quantitative perspective and is contributing to theory building, as there is no clear theoretical view on whether the brand relationship has a direct effect, i.e. either mediates or moderates the link between these variables. © 2015, Emerald Group Publishing Limited.","Brand evaluation; Brand loyalty; Brand relationships; Brands; Consumer satisfaction; Trust","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84941101922"
"Sivadas E.; Bruvold N.T.; Nelson M.R.","Sivadas, Eugene (6505903135); Bruvold, Norman T. (6506889616); Nelson, Michelle R. (7403461030)","6505903135; 6506889616; 7403461030","A reduced version of the horizontal and vertical individualism and collectivism scale: A four-country assessment","2008","Journal of Business Research","61","3","","201","210","9","195","10.1016/j.jbusres.2007.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38649084477&doi=10.1016%2fj.jbusres.2007.06.016&partnerID=40&md5=984fa81114757fa81d09132c032d616e","Individualism/Collectivism is the most widely used cultural dimension in the marketing literature; yet researchers suggest that distinctions within cultures, such as the horizontal and vertical dimensions of Individualism and Collectivism (Singelis et al., 1995; Shavitt et al., 2006), may provide better insights into consumption behavior and responses to marketing stimuli. However, the 32-item attitudinal scale typically used to measure H/V dimensions has been plagued by measurement problems limiting its use and applicability in cross-cultural marketing and consumer research. This paper presents data from six samples in four countries (China, Denmark, India, the U.S.) conducted to test a parsimonious and psychometrically stable 14-item scale measuring the horizontal/vertical and individualist/collectivist dimensions of culture. Theoretical and methodological support for the new scale is offered. The 14-item reduced scale adequately taps into the domain of the construct. © 2007.","","","Article","Final","","Scopus","2-s2.0-38649084477"
"Sharma V.M.; Klein A.","Sharma, Varinder M. (24828684600); Klein, Andreas (57212421119)","24828684600; 57212421119","Consumer perceived value, involvement, trust, susceptibility to interpersonal influence, and intention to participate in online group buying","2020","Journal of Retailing and Consumer Services","52","","101946","","","","188","10.1016/j.jretconser.2019.101946","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072634865&doi=10.1016%2fj.jretconser.2019.101946&partnerID=40&md5=8b818f92ba95887be420d1123c908a2c","Postulating consumer involvement as crucial to online group buying, this study deploys consumer perceived value, perceived trust, and susceptibility to interpersonal influence to provide a closer look at consumer intention to participate in online group buying. The results of the proposed model, tested using structural equation modeling on a sample of 553 respondents, show that consumer involvement plays a central role in explaining intention to participate in online group buying. Consumer perceived value, perceived trust, and susceptibility to interpersonal influence all show a significant relationship with consumer involvement. Consumer perceived value also exhibits a strong relationship with perceived trust, which, in turn, exhibits a significant relationship with intention to participate in online group buying. The results furnish significant contributions to the theory and practice of online group buying and retailing. The limitations of the study and implications for future research in online group buying are discussed. © 2019","Consumer behavior; Intention to participate; Interpersonal influence; Involvement; Online group buying; Perceived value; Trust","consumption behavior; future prospect; perception; research; retailing","Article","Final","","Scopus","2-s2.0-85072634865"
"McMeekin A.; Southerton D.","McMeekin, Andrew (6603122998); Southerton, Dale (8985385600)","6603122998; 8985385600","Sustainability transitions and final consumption: Practices and socio-technical systems","2012","Technology Analysis and Strategic Management","24","4","","345","361","16","189","10.1080/09537325.2012.663960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859573313&doi=10.1080%2f09537325.2012.663960&partnerID=40&md5=4f4a48933bf2322436367c4ae36ce8fd","This article examines the significance of final consumption processes for understandings of prospective transitions towards more sustainable societies. It argues that most existing conceptualisations either place too much emphasis on technology or on 'consumer behaviour', ignoring the deeply intertwined relationships between the two. After briefly reviewing recent contributions to the technology-oriented multi-level perspective (MLP) and to social scientific explanations of 'behavioural change', we outline a practice-based approach to understanding final consumption and sustainability. Practice-based approaches reveal processes of reproduction (stasis) and change in forms of consumption, which we argue present conceptual insights into sustainability transitions. By examining the tensions and crossovers between the MLP and practice-based approaches to consumption, three specific forms of interaction are identified for further conceptual and empirical exploration: the social relations of consumption; co-dependent changes in production and consumption; and, technologies, practices and consumption. © 2012 Copyright Taylor and Francis Group, LLC.","final consumption; multi-level perspectives; sociotechnical systems; sustainability transitions; theories of practice","conceptual framework; consumption behavior; planning theory; sustainability; technological development; technology adoption; theoretical study","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84859573313"
"Griffis S.E.; Rao S.; Goldsby T.J.; Niranjan T.T.","Griffis, Stanley E. (6506269346); Rao, Shashank (55651763500); Goldsby, Thomas J. (6506420342); Niranjan, Tarikere T. (18038505300)","6506269346; 55651763500; 6506420342; 18038505300","The customer consequences of returns in online retailing: An empirical analysis","2012","Journal of Operations Management","30","4","","282","294","12","194","10.1016/j.jom.2012.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859057294&doi=10.1016%2fj.jom.2012.02.002&partnerID=40&md5=e9a2cc533c1d5582cf1023d944807711","Pressure continues to build on the operations management function to facilitate system and firm level benefits. In the online marketplace, one area of growing interest is that of product returns. Though commonly viewed as a cost center from an operations perspective, operations' actions have the potential to strongly influence future customer buying behavior in several ways. Using an archival database of actual purchase and returns history provided by a moderately sized online retailer, this study examines the relationship between a customer's experience of product returns, and subsequent shopping behavior. Employing transaction cost, consumer risk, and procedural justice theories, we demonstrate that the returns management process, rather than being regarded as an afterthought to the production and deployment of goods, can significantly and positively influence repurchase behavior. Additionally, we provide evidence that certain customers should be considered for prioritization in the returns process. We suggest ways through which operations managers can take care in discharging their responsibilities in this area - to make returns processing more than simply a ""necessary cost of doing business"" rather, using it to their advantage in engendering repeat and increased purchase behavior. © 2012 Elsevier B.V. All rights reserved.","Archival data; Customer satisfaction; Logistics; Procedural justice; Product returns; Repurchase behavior; Seemingly Unrelated Regression (SUR); Service recovery; Supply chain; Transaction cost","Cost accounting; Costs; Customer satisfaction; Electronic commerce; Logistics; Sales; Supply chains; Archival data; Procedural justice; Product returns; Repurchase behavior; Seemingly unrelated regression; Transaction cost; Consumer behavior","Article","Final","","Scopus","2-s2.0-84859057294"
"Dholakia U.M.; Kahn B.E.; Reeves R.; Rindfleisch A.; Stewart D.; Taylor E.","Dholakia, Utpal M. (6602180770); Kahn, Barbara E. (7102171412); Reeves, Randy (36183397100); Rindfleisch, Aric (6602098107); Stewart, David (7403643057); Taylor, Earl (57198883372)","6602180770; 7102171412; 36183397100; 6602098107; 7403643057; 57198883372","Consumer behavior in a multichannel, multimedia retailing environment","2010","Journal of Interactive Marketing","24","2","","86","95","9","194","10.1016/j.intmar.2010.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954849657&doi=10.1016%2fj.intmar.2010.02.005&partnerID=40&md5=d6a821dc735523d10e042f532667c1fa","Over the past decade, multichannel, multimedia retailing environments have grown in variety, scope, and sophistication. However, research regarding the implications of this trend for consumer behavior is rather scarce. We seek to address this need by providing a comprehensive yet flexible approach for formulating promising consumer behavior-related research questions based in multichannel, multimedia retailing environments. This approach adopts a consumer-centric view of multichannel, multimedia retailing and identifies a number of important dimensions of this environment. We then illustrate how this approach could be applied via specific examples involving consumer memory, product assortment, and information acquisition. We conclude by considering the managerial implications of our proposed approach. © 2010 Elsevier B.V.","Consumer behavior; Multichannel; Multimedia; Retail consumer","","Article","Final","","Scopus","2-s2.0-77954849657"
"Ahmad W.; Zhang Q.","Ahmad, Wasim (57210543117); Zhang, Qingyu (35932752700)","57210543117; 35932752700","Green purchase intention: Effects of electronic service quality and customer green psychology","2020","Journal of Cleaner Production","267","","122053","","","","191","10.1016/j.jclepro.2020.122053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084667274&doi=10.1016%2fj.jclepro.2020.122053&partnerID=40&md5=868a17bac8d89fb685f3a14e81e0d8fd","Based on the stimulus-organism-response (SOR) framework, this study investigated the antecedents of green online purchase intention by focusing on the impact of electronic service quality (i.e., firm characteristics) and customer green psychology—green word-of-mouth (WOM), green trust, greenwashing, consumer social responsibility, green perceived value, and green involvement (i.e., customer characteristics). Non-probability samples of 1002 respondents from different Chinese provinces were collected via a questionnaire and the data were analyzed using smart partial least squares (SmartPLS). Results show that e-service quality, consumer social responsibility, green trust, and green perceived value have significant positive impacts, while greenwashing has a negative influence on green purchase intention. Moreover, consumer social responsibility, green WOM, green trust, and green perceived value positively moderated the relationship between e-service quality and green purchase intention, while greenwashing and green involvement negatively moderated these relationships. The findings can enhance the understanding of Chinese customers’ green purchasing behaviors from both firm characteristics (i.e., e-service quality) and customer characteristics (i.e., green psychological variables) and provide guidelines to firms to promote their green products without indulging in greenwashing. © 2020","Consumer social responsibility; Electronic service quality; Green psychological variables; Green purchase intention","Least squares approximations; Purchasing; Quality of service; Service industry; E-service quality; Electronic service qualities; Green purchasing; Partial least square (PLS); Perceived value; Psychological variables; Purchase intention; Social responsibilities; Sales","Article","Final","","Scopus","2-s2.0-85084667274"
"Kukar-Kinney M.; Close A.G.","Kukar-Kinney, Monika (8448267100); Close, Angeline G. (12770867500)","8448267100; 12770867500","The determinants of consumers' online shopping cart abandonment","2010","Journal of the Academy of Marketing Science","38","2","","240","250","10","193","10.1007/s11747-009-0141-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955281986&doi=10.1007%2fs11747-009-0141-5&partnerID=40&md5=95bf00e66d7d356cc6b93fa51122369c","Despite placing items in virtual shopping carts, online shoppers frequently abandon them -an issue that perplexes online retailers and has yet to be explained by scholars. Here, we identify key drivers to online cart abandonment and suggest cognitive and behavioral reasons for this non-buyer behavior. We show that the factors influencing consumer online search, consideration, and evaluation play a larger role in cart abandonment than factors at the purchase decision stage. In particular, many customers use online carts for entertainment or as a shopping research and organizational tool, which may induce them to buy at a later session or via another channel. Our framework extends theories of online buyer and non-buyer behavior while revealing new inhibitors to buying in the Internet era. The findings offer scholars a broad explanation of consumer motivations for cart abandonment. For retailers, the authors provide suggestions to improve purch conversion rates and multi-channel management. © Academy of Marketing Science 2009.","E-commerce; E-tail; Online buyer behavior theory; Online shopping cart abandonment","","Article","Final","","Scopus","2-s2.0-77955281986"
"Clement J.; Kristensen T.; Grønhaug K.","Clement, Jesper (54938534100); Kristensen, Tore (7102116272); Grønhaug, Kjell (55916125200)","54938534100; 7102116272; 55916125200","Understanding consumers' in-store visual perception: The influence of package design features on visual attention","2013","Journal of Retailing and Consumer Services","20","2","","234","239","5","193","10.1016/j.jretconser.2013.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875219922&doi=10.1016%2fj.jretconser.2013.01.003&partnerID=40&md5=56582d2d68171f0a6c46a6b4e9544a3a","It is widely accepted that the human brain has limited capacity for perceptual stimuli and consumers' visual attention, when searching for a particular product or brand in a grocery store, should then be limited by the boundaries of their own perceptual capacity. In this exploratory study, we examine the relationship between abundant in-store stimuli and limited human perceptual capacity. Specifically, we test the influence of package design features on visual attention. Data was collected through two eye-tracking experiments, one in a grocery store using wireless eye-tracking equipment, and another in a lab setting. Findings show that consumers have fragmented visual attention during grocery shopping, and that their visual attention is simultaneously influenced and disrupted by the shelf display. Physical design features such as shape and contrast dominate the initial phase of searching. Time pressure and familiarity with the grocery store are studied and discussed. © 2013.","Decision making; Design features; Eye-tracking; In-store; Visual attention","consumption behavior; decision making; design; perception; retailing; shopping activity","Article","Final","","Scopus","2-s2.0-84875219922"
"Vergara C.C.; Agudo L.F.","Vergara, Cristina Chueca (57225081428); Agudo, Luis Ferruz (22834357700)","57225081428; 22834357700","Fintech and sustainability: Do they affect each other?","2021","Sustainability (Switzerland)","13","13","7012","","","","190","10.3390/su13137012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109078270&doi=10.3390%2fsu13137012&partnerID=40&md5=ca7b7306106e15d2792c5ad50368d874","Current concerns about environmental issues have led to many new trends in technology and financial management. Within this context of digital transformation and sustainable finance, Fintech has emerged as an alternative to traditional financial institutions. This paper, through a literature review and case study approach, analyzes the relationship between Fintech and sustain-ability, and the different areas of collaboration between Fintech and sustainable finance, from both a theoretical and descriptive perspective, while giving specific examples of current technological platforms. Additionally, in this paper, two Fintech initiatives (Clarity AI and Pensumo) are described, as well as several proposals to improve the detection of greenwashing and other deceptive behavior by firms. The results lead to the conclusion that sustainable finance and Fintech have many aspects in common, and that Fintech can make financial businesses more sustainable overall by promoting green finance. Furthermore, this paper highlights the importance of European and global regulation, mainly from the perspective of consumer protection. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Digitization; Fintech; Green finance; Green investment; Greenwashing; Socially responsible investing (SRI); Sustainability","environmental issue; financial system; literature review; sustainability","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85109078270"
"Kim E.E.K.; Mattila A.S.; Baloglu S.","Kim, Ellen Eun Kyoo (35299462500); Mattila, Anna S. (7003754716); Baloglu, Seyhmus (55902392600)","35299462500; 7003754716; 55902392600","Effects of gender and expertise on consumers' motivation to read online hotel reviews","2011","Cornell Hospitality Quarterly","52","4","","399","406","7","193","10.1177/1938965510394357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054000058&doi=10.1177%2f1938965510394357&partnerID=40&md5=9644e92042b238baa06099d1de15b98b","Electronic word of mouth (eWOM) communication, such as the online hotel review, is receiving increasing attention from marketing managers in the hotel industry, primarily because consumers are making considerable use of online forums and often do not book without seeking online advice on restaurants, tourist destinations, or hotels. This study of a convenience sample of 781 travelers in Las Vegas found three chief motivating factors for consumers to seek eWOM, namely, convenience and quality, risk reduction, and social reassurance. The analysis found distinct differences between the sexes regarding their motivating factors, and levels of expertise also influenced consumers' motivations to read online reviews. Women, for instance, are more likely to read reviews for the purpose of convenience and quality and for risk reduction. Men's use of the online reviews depended on their level of expertise. © The Author(s) 2011.","consumer motivation; eWOM; expertise; gender; information search behavior; Internet communication; online purchasing; online reviews","","Article","Final","","Scopus","2-s2.0-80054000058"
"Grewal D.; Levy M.","Grewal, Dhruv (7004324968); Levy, Michael (56332428400)","7004324968; 56332428400","Retailing research: Past, present, and future","2007","Journal of Retailing","83","4","","447","464","17","189","10.1016/j.jretai.2007.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349012421&doi=10.1016%2fj.jretai.2007.09.003&partnerID=40&md5=65a2092842b367f71ae683e258bb1c9b","The field of retailing has experienced significant changes in recent years. In this article, we review articles published in Journal of Retailing over the 2002-2007 time span, classified into ten broad topic categories: price, promotion, brand/product, service, loyalty, consumer behavior, channel, organizational, Internet, and other. Some areas have received a reasonable amount of attention; others would be worthy of additional work. We summarize a key insight from each article in the Appendix. Finally, we highlight some key insights for each area and some avenues for further research, in the hope that this review spurs additional research into these and other areas of importance to both academicians and retail practitioners. © 2007 New York University.","Brand; Channels; Consumer Behavior; Internet; Loyalty; Organizational; Price; Product; Promotion; Retailing; Review article; Service; Supply Chain","","Article","Final","","Scopus","2-s2.0-36349012421"
